district,rooms,size,level,max_levels,price,lat,lng
Chilonzor,3,78.0,6,9,44500,41.2606228,69.1638237
Mirzo Ulugbek,2,58.0,4,4,33000,41.3550649,69.3585936
Shayhontohur,3,65.0,3,4,54000,41.3267124,69.2601886
Mirzo Ulugbek,2,57.0,7,9,29000,41.3292204,69.3473509
Mirzo Ulugbek,2,60.0,8,9,38000,41.3292204,69.3473509
Yunusobod,2,58.0,5,9,42000,41.3692799,69.2981832
Mirzo Ulugbek,2,50.0,4,4,28700,41.3445193,69.3447348
Mirobod,1,55.0,2,9,61000,41.3051824,69.2638823
Shayhontohur,3,45.0,2,5,28000,41.301383,69.207112
Yunusobod,3,70.0,3,4,67000,41.3298867,69.2803036
Mirzo Ulugbek,2,50.0,4,4,35500,41.3312004,69.3092476
Mirobod,3,85.0,5,9,74000,41.2983828,69.2730715
Mirobod,3,80.0,1,9,100000,41.295316,69.275364
Yunusobod,3,68.0,3,4,68000,41.3245206,69.2773236
Shayhontohur,6,154.0,4,5,129500,41.3114122,69.2419499
Yunusobod,4,82.0,1,4,86000,41.3197131,69.2773236
Mirobod,3,75.0,2,9,74000,41.2983828,69.2730715
Yakkasaroy,3,100.0,5,5,100000,41.2818558,69.2552666
Yunusobod,3,78.0,4,4,56000,41.3197131,69.2773236
Yashnobod,1,26.0,1,4,22000,41.3024361,69.3056819
Uchtepa,1,36.0,3,4,25500,41.2879715,69.1692951
Olmzor,3,91.0,3,3,85000,41.3390184,69.2261213
Yunusobod,3,65.0,4,4,53500,41.3707855,69.3190425
Chilonzor,3,103.0,4,4,160000,41.3090172,69.2487178
Yunusobod,5,183.5,4,5,203000,41.3197131,69.2773236
Chilonzor,3,75.0,1,4,60000,41.2710841,69.1849411
Yunusobod,1,67.0,8,9,42500,41.3587493,69.2996732
Yunusobod,4,94.0,1,9,66000,41.3825869,69.3019081
Yashnobod,4,130.0,1,5,155000,41.3133669,69.3235746
Shayhontohur,2,60.0,5,9,45000,41.3057929,69.2365238
Mirobod,3,75.0,4,4,70000,41.3028425,69.2792998
Mirobod,3,106.0,1,4,120000,41.3086111,69.2691667
Mirobod,3,90.0,3,4,125000,41.2854202,69.2631768
Sergeli,4,98.0,2,7,65000,41.224783,69.2169777
Uchtepa,2,49.0,3,4,34500,41.2962523,69.1909015
Mirzo Ulugbek,3,80.0,4,4,90000,41.3115806,69.2898483
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Mirzo Ulugbek,3,73.0,9,9,45000,41.3292204,69.3473509
Chilonzor,4,125.0,6,9,250000,41.2894304,69.2283298
Mirzo Ulugbek,3,70.0,2,5,66000,41.324026,69.326185
Chilonzor,3,114.0,2,9,160000,41.2894304,69.2283298
Yakkasaroy,2,48.0,1,4,38000,41.2834892,69.2665263
Uchtepa,1,39.0,3,4,25000,41.2953086,69.182706
Shayhontohur,3,75.0,2,9,52000,41.3314152,69.2689007
Mirzo Ulugbek,3,94.0,16,23,118000,41.3249559,69.289065
Mirobod,3,110.0,2,8,169000,41.2991561,69.2785087
Yakkasaroy,2,72.0,5,16,72000,41.2789896,69.2616233
Mirzo Ulugbek,3,90.0,2,9,51000,41.3292204,69.3473509
Shayhontohur,3,78.0,3,5,51000,41.3289182,69.2527386
Mirzo Ulugbek,3,75.0,5,5,38000,41.3292204,69.3473509
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Yunusobod,2,65.0,1,4,34500,41.3614404,69.300675
Mirzo Ulugbek,2,40.0,1,3,26000,41.3104865,69.2922234
Yakkasaroy,3,70.0,4,5,68000,41.3560707,69.1489148
Yunusobod,3,78.0,4,4,55000,41.3454697,69.2865609
Olmzor,3,64.0,7,9,58000,41.3461242,69.2037311
Mirzo Ulugbek,2,48.0,1,4,31000,41.3445193,69.3447348
Chilonzor,1,41.0,3,4,25800,41.2882297,69.2009595
Uchtepa,2,42.0,4,5,28500,41.2953086,69.182706
Shayhontohur,3,80.0,2,4,72000,41.3267124,69.2601886
Mirzo Ulugbek,2,42.0,2,5,33500,41.3215876,69.3230626
Yashnobod,3,72.0,5,9,65000,41.286283,69.3235123
Shayhontohur,2,70.0,5,7,56000,41.3162377,69.2312263
Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626
Mirzo Ulugbek,3,63.0,2,4,46000,41.3606566,69.3548004
Mirzo Ulugbek,2,50.0,5,5,35000,41.3215876,69.3230626
Mirzo Ulugbek,2,55.0,4,4,35000,41.314662,69.293391
Mirobod,3,313.0,5,5,65000,41.285135,69.300233
Yakkasaroy,6,213.0,8,9,165000,41.2673079,69.2415634
Shayhontohur,6,260.0,1,4,259000,41.329543,69.188987
Yunusobod,2,50.0,4,4,33500,41.3700057,69.2892434
Mirzo Ulugbek,1,42.0,1,4,26499,41.3171406,69.2892434
Mirzo Ulugbek,3,70.0,2,3,46500,41.3292204,69.3473509
Mirobod,3,65.0,1,2,48000,41.2759614,69.2953473
Yashnobod,3,70.0,4,4,35000,41.2874096,69.3499338
Sergeli,4,100.0,9,9,45000,41.210633,69.2281531
Mirzo Ulugbek,2,64.7,4,4,36200,41.3604641,69.3673417
Chilonzor,4,87.71,2,9,70000,41.2832134,69.2119047
Mirobod,4,98.0,3,4,53000,41.2772419,69.2820477
Yakkasaroy,4,120.0,1,4,132000,41.2854202,69.2631768
Olmzor,3,59.0,6,9,33000,41.3597078,69.2094809
Olmzor,2,64.5,4,6,37410,41.3645355,69.2281531
Chilonzor,3,87.0,4,4,55000,41.2847707,69.2288981
Chilonzor,2,42.0,2,4,38500,41.2894422,69.2058023
Yunusobod,1,38.0,1,4,26000,41.3683947,69.2646587
Olmzor,4,200.0,3,4,250000,41.3328804,69.2181845
Chilonzor,3,87.0,2,4,70000,41.2847707,69.2288981
Uchtepa,2,42.0,1,4,33500,41.2978921,69.1804708
Mirobod,3,120.3,10,12,100000,41.2910722,69.2769129
Mirobod,2,55.0,1,3,65000,41.2758912,69.2937133
Mirzo Ulugbek,2,62.0,1,4,66000,41.3292204,69.3473509
Yunusobod,4,90.0,5,5,44000,41.3709551,69.307123
Yashnobod,2,60.0,6,9,77000,41.3052221,69.2898134
Mirzo Ulugbek,3,70.0,2,5,54000,41.3606566,69.3548004
Mirobod,4,187.0,4,5,145000,41.2991133,69.2877728
Yashnobod,3,61.0,3,4,38000,41.2994958,69.2400734
Chilonzor,2,51.0,1,4,36000,41.2657122,69.1819609
Mirzo Ulugbek,4,93.0,2,4,75000,41.3606566,69.3548004
Mirobod,3,65.0,3,4,58500,41.2991561,69.2785087
Yashnobod,4,50.0,1,4,35000,41.286283,69.3235123
Yunusobod,3,60.0,3,4,75000,41.374408,69.2771853
Uchtepa,2,48.0,4,5,28500,41.2953086,69.182706
Uchtepa,2,50.0,4,4,30000,41.2814223,69.1760005
Chilonzor,3,88.0,4,4,59990,41.2847707,69.2288981
Uchtepa,3,68.0,3,4,52500,41.2924208,69.1737654
Chilonzor,3,72.0,2,9,62000,41.3090172,69.2487178
Chilonzor,3,64.0,1,2,45000,41.262065,69.2072923
Uchtepa,2,58.0,2,9,42200,41.2814223,69.1760005
Chilonzor,3,68.0,1,4,45200,41.2901628,69.1968618
Yunusobod,3,130.0,3,8,200000,41.3188889,69.2844444
Mirobod,3,72.0,2,9,82000,41.3051824,69.2638823
Yakkasaroy,2,53.0,5,8,43000,41.2818558,69.2552666
Mirzo Ulugbek,3,75.0,5,5,38000,41.3292204,69.3473509
Mirobod,3,75.0,4,5,72000,41.3051824,69.2638823
Yakkasaroy,2,79.0,13,17,101564,41.2818558,69.2552666
Yakkasaroy,7,216.0,7,8,250000,41.2876117,69.2454228
Mirobod,2,60.0,2,9,60000,41.2758912,69.2937133
Mirobod,4,121.0,6,10,109989,41.2907835,69.2361597
Mirzo Ulugbek,3,54.0,1,1,35500,41.314662,69.293391
Mirzo Ulugbek,2,49.3,4,4,39900,41.3312004,69.3092476
Mirzo Ulugbek,3,64.0,3,4,39000,41.3606566,69.3548004
Yunusobod,3,72.0,4,4,96000,41.3197131,69.2773236
Chilonzor,2,42.0,1,4,35000,41.2807837,69.223683
Yashnobod,3,65.0,4,4,55000,41.3080076,69.3078679
Mirzo Ulugbek,3,64.0,3,5,52000,41.3215876,69.3230626
Chilonzor,2,48.0,2,4,34500,41.274633,69.200587
Yunusobod,2,50.0,2,4,31000,41.3716355,69.2691287
Yashnobod,2,65.0,2,4,68000,41.3052221,69.2898134
Mirzo Ulugbek,3,115.0,4,4,87000,41.3292204,69.3473509
Chilonzor,2,75.0,1,8,60000,41.2798237,69.2058023
Olmzor,4,80.0,1,4,53000,41.2807837,69.223683
Mirzo Ulugbek,2,52.0,3,4,35500,41.3445193,69.3447348
Shayhontohur,4,100.0,2,9,72000,41.3275402,69.2102725
Olmzor,2,74.0,4,9,41000,41.3645355,69.2281531
Shayhontohur,5,150.0,2,2,138000,41.329543,69.188987
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Mirzo Ulugbek,3,94.0,16,23,118000,41.3242397,69.2982672
Mirzo Ulugbek,3,83.0,6,16,83000,41.3292204,69.3473509
Mirobod,3,75.0,3,9,70000,41.3028425,69.2792998
Mirobod,3,75.0,2,9,74000,41.2983828,69.2730715
Mirobod,2,65.0,8,9,52000,41.3028425,69.2792998
Shayhontohur,3,75.0,5,9,52000,41.3057929,69.2365238
Mirobod,3,110.0,2,8,169000,41.2991561,69.2785087
Mirzo Ulugbek,2,52.0,4,5,36500,41.3292204,69.3473509
Olmzor,3,83.0,4,9,55000,41.2901478,69.2827199
Uchtepa,1,34.0,2,4,28500,41.2924208,69.1737654
Mirobod,4,85.0,3,4,55000,41.2508242,69.3108478
Yunusobod,3,78.0,4,4,55000,41.3245206,69.2773236
Uchtepa,2,52.0,4,5,33500,41.2867929,69.1789807
Mirzo Ulugbek,2,60.0,6,9,34000,41.3292204,69.3473509
Mirzo Ulugbek,1,35.0,4,4,27000,41.3398383,69.330217
Chilonzor,1,30.0,2,4,27000,41.2857552,69.2117625
Mirobod,3,110.0,7,9,130000,41.2920483,69.2795931
Yakkasaroy,1,35.0,16,16,17700,41.2789896,69.2616233
Uchtepa,2,42.0,4,5,28500,41.2953086,69.182706
Olmzor,3,107.0,2,7,105000,41.3399988,69.2315918
Yakkasaroy,4,100.0,9,9,50000,41.2697288,69.2512486
Mirobod,3,87.0,3,9,84000,41.2983828,69.2730715
Olmzor,3,107.0,3,7,102000,41.363281,69.215877
Shayhontohur,3,85.0,4,7,170000,41.3365221,69.2824454
Mirzo Ulugbek,2,40.0,2,5,33500,41.3215876,69.3230626
Yunusobod,4,78.0,1,4,52000,41.3700057,69.2892434
Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626
Mirzo Ulugbek,2,50.0,4,4,33000,41.3171406,69.2892434
Mirzo Ulugbek,2,50.0,5,5,35000,41.3215876,69.3230626
Yunusobod,3,70.0,3,4,47000,41.3707855,69.3190425
Mirzo Ulugbek,2,58.0,4,4,34996,41.3215876,69.3230626
Yakkasaroy,1,43.0,5,16,37000,41.2765672,69.2460335
Yakkasaroy,3,62.0,7,9,45000,41.2892951,69.2582738
Yakkasaroy,3,63.0,7,9,45000,41.2892951,69.2582738
Yunusobod,2,60.0,3,5,39000,41.374408,69.2771853
Yunusobod,2,58.0,2,4,41500,41.3587493,69.2996732
Yunusobod,2,58.0,5,9,42000,41.3692799,69.2981832
Yunusobod,2,58.0,5,9,42000,41.3825869,69.3019081
Mirzo Ulugbek,1,42.0,1,4,26500,41.3550649,69.3585936
Yunusobod,2,65.0,5,9,42000,41.3653679,69.2773236
Yunusobod,2,55.0,1,9,42000,41.3700057,69.2892434
Yunusobod,4,110.0,4,9,96000,41.3314325,69.2904538
Mirobod,3,62.0,4,4,33000,41.2754948,69.2907919
Uchtepa,1,45.0,5,9,25600,41.3178861,69.1566894
Yakkasaroy,2,47.3,7,9,52000,41.2673079,69.2415634
Yunusobod,2,63.0,1,4,40000,41.3707855,69.3190425
Yashnobod,2,64.0,4,9,52000,41.3146381,69.3228615
Shayhontohur,1,50.0,9,9,23000,41.3397875,69.1704754
Chilonzor,2,60.0,2,4,38000,41.259418,69.1804708
Chilonzor,2,60.0,1,4,47500,41.2857552,69.2117625
Mirzo Ulugbek,4,139.0,5,9,295000,41.3275712,69.3048756
Mirzo Ulugbek,2,60.0,1,9,49000,41.3209122,69.303727
Mirobod,3,100.0,4,4,87000,41.2991561,69.2785087
Yakkasaroy,4,120.0,1,4,132000,41.2765672,69.2460335
Mirzo Ulugbek,2,65.0,3,4,56500,41.3173835,69.2948592
Yunusobod,3,70.0,3,4,63000,41.3298867,69.2803036
Mirzo Ulugbek,2,55.0,4,4,52500,41.3104865,69.2922234
Shayhontohur,3,73.0,1,9,75000,41.3289182,69.2527386
Mirzo Ulugbek,5,157.0,1,4,150000,41.314662,69.293391
Mirobod,2,60.0,2,6,77000,41.2910722,69.2769129
Mirzo Ulugbek,3,94.0,16,22,118000,41.3206957,69.2940115
Mirzo Ulugbek,1,36.0,4,4,21000,41.3582753,69.3935368
Mirzo Ulugbek,2,62.0,9,9,28000,41.3542045,69.3845977
Yunusobod,3,75.0,3,4,43000,41.3802576,69.3696992
Olmzor,4,86.0,4,5,40000,41.2994958,69.2400734
Sergeli,1,32.0,1,1,16500,41.2167651,69.2415634
Olmzor,3,70.0,2,5,36000,41.357531,69.2356033
Yunusobod,1,43.0,1,4,45000,41.3197131,69.2773236
Yunusobod,1,43.0,3,4,39000,41.3245206,69.2773236
Yashnobod,2,47.2,3,4,30000,41.2994958,69.2400734
Yunusobod,5,140.0,8,9,85000,41.3245206,69.2773236
Yangihayot,2,63.0,2,7,26500,41.1949642,69.2184678
Shayhontohur,3,85.0,4,12,53000,41.3162377,69.2312263
Chilonzor,3,98.0,8,9,60000,41.2710841,69.1849411
Mirobod,1,35.0,4,4,48000,41.3019672,69.283656
Yunusobod,3,80.0,1,5,50000,41.374408,69.2771853
Shayhontohur,7,230.0,2,5,230000,41.3141622,69.2368973
Mirobod,2,65.0,2,9,60000,41.3035042,69.2680561
Chilonzor,2,70.0,2,7,56000,41.2829494,69.1968618
Chilonzor,3,77.0,1,4,48000,41.3112269,69.2701272
Chilonzor,2,50.0,3,5,34500,41.2829494,69.1968618
Chilonzor,2,48.0,3,4,31000,41.259418,69.1804708
Chilonzor,2,50.0,3,5,35500,41.259418,69.1804708
Chilonzor,2,60.0,4,5,37500,41.2857552,69.2117625
Chilonzor,2,54.0,3,5,36500,41.259418,69.1804708
Chilonzor,1,42.0,4,9,28500,41.259418,69.1804708
Chilonzor,1,36.0,3,5,27500,41.2829494,69.1968618
Olmzor,3,58.0,2,9,37751,41.3589705,69.2177228
Mirzo Ulugbek,3,117.0,2,5,132000,41.3196336,69.2985928
Mirobod,6,170.0,8,9,130000,41.295316,69.275364
Mirzo Ulugbek,3,103.0,1,4,170000,41.3120206,69.2910504
Chilonzor,2,45.0,1,4,39500,41.2855934,69.223683
Mirobod,2,60.0,2,6,77000,41.2758912,69.2937133
Mirobod,4,120.0,1,4,132000,41.2910722,69.2769129
Shayhontohur,2,65.0,2,4,56500,41.3267124,69.2601886
Yakkasaroy,2,55.0,4,4,37000,41.2765672,69.2460335
Mirobod,3,85.0,5,9,74000,41.295316,69.275364
Mirobod,4,115.0,5,5,115000,41.2758912,69.2937133
Yakkasaroy,2,51.0,2,4,48000,41.2911414,69.2601933
Yunusobod,3,73.0,3,5,60000,41.374408,69.2771853
Uchtepa,2,56.0,3,5,32000,41.2797359,69.1670599
Yakkasaroy,1,43.0,5,16,37000,41.2765672,69.2460335
Chilonzor,2,46.0,3,4,25000,41.262065,69.2072923
Uchtepa,1,26.4,1,4,18500,41.2937955,69.1730881
Shayhontohur,2,65.0,3,4,56500,41.3267124,69.2601886
Uchtepa,1,40.0,1,5,25200,41.2867929,69.1789807
Shayhontohur,3,70.0,2,4,55000,41.3267124,69.2601886
Mirzo Ulugbek,4,92.0,4,5,54600,41.3326551,69.3689542
Shayhontohur,3,75.0,1,9,78000,41.339878,69.270273
Mirzo Ulugbek,3,73.0,7,8,47500,41.3133669,69.3235746
Chilonzor,3,67.0,2,4,52500,41.2901628,69.1968618
Mirobod,2,60.0,2,6,77000,41.2991561,69.2785087
Sergeli,3,71.0,3,7,52000,41.210633,69.2281531
Mirzo Ulugbek,3,75.0,5,5,39000,41.3292204,69.3473509
Shayhontohur,3,75.0,2,4,67000,41.2834892,69.2665263
Shayhontohur,2,65.0,3,4,56000,41.3267124,69.2601886
Yunusobod,1,50.0,7,9,36998,41.3245206,69.2773236
Olmzor,1,43.0,4,4,27000,41.3589705,69.2177228
Yunusobod,2,60.0,2,9,52000,41.3298867,69.2803036
Mirobod,2,68.0,8,8,90000,41.2991561,69.2785087
Olmzor,4,85.0,3,5,78000,41.3333453,69.2475235
Yunusobod,2,55.0,1,3,43500,41.3587493,69.2996732
Uchtepa,2,57.0,5,5,36000,41.2907835,69.2361597
Mirobod,4,120.0,1,5,134500,41.2910722,69.2769129
Mirobod,2,70.0,7,8,65000,41.2991561,69.2785087
Yunusobod,2,58.0,2,4,45000,41.3692799,69.2981832
Mirobod,3,108.0,5,10,103000,41.2758912,69.2937133
Yakkasaroy,4,90.0,3,4,88000,41.2876117,69.2454228
Olmzor,4,100.0,9,9,62500,41.331895,69.250422
Uchtepa,1,40.0,1,5,25150,41.2867929,69.1789807
Olmzor,3,75.0,1,9,73000,41.331895,69.250422
Mirzo Ulugbek,3,71.0,3,8,53000,41.31512,69.3234929
Mirzo Ulugbek,2,78.0,1,4,26500,41.3292204,69.3473509
Chilonzor,5,169.0,5,9,93000,41.2573956,69.1959189
Yunusobod,2,62.0,3,4,55000,41.3298867,69.2803036
Olmzor,2,46.0,4,4,30000,41.3792157,69.2770895
Chilonzor,2,70.0,9,12,42000,41.2916859,69.2177228
Mirzo Ulugbek,3,152.0,4,8,285000,41.3248901,69.2972856
Yakkasaroy,3,70.0,2,5,70000,41.2658719,69.243421
Mirzo Ulugbek,3,58.0,1,4,47000,41.3619703,69.3875774
Shayhontohur,2,65.0,3,4,56500,41.3274311,69.2209268
Uchtepa,2,50.0,1,4,36000,41.2962523,69.1909015
Mirzo Ulugbek,1,42.0,1,4,26500,41.3550649,69.3585936
Yunusobod,2,58.0,2,4,41500,41.3700057,69.2892434
Mirobod,3,64.0,4,4,38500,41.2788072,69.3057451
Mirzo Ulugbek,2,50.0,4,4,35000,41.3215876,69.3230626
Mirzo Ulugbek,3,100.0,6,7,75000,41.3133669,69.3235746
Mirzo Ulugbek,2,45.0,3,7,45000,41.3357758,69.34359
Mirzo Ulugbek,2,38.0,4,5,35000,41.3357758,69.34359
Mirzo Ulugbek,4,86.0,2,5,80000,41.3292204,69.3473509
Mirzo Ulugbek,1,38.0,3,4,42000,41.322142,69.303611
Yunusobod,2,49.0,2,4,36000,41.3714709,69.2810486
Uchtepa,2,56.0,6,9,34500,41.2821153,69.1576663
Sergeli,3,85.0,1,9,59000,41.2135863,69.2257684
Olmzor,2,58.0,4,5,36000,41.357531,69.2356033
Mirzo Ulugbek,2,50.0,5,5,35000,41.3215876,69.3230626
Yashnobod,2,65.0,3,4,56500,41.3245206,69.2773236
Mirzo Ulugbek,2,55.0,5,5,35000,41.3215876,69.3230626
Shayhontohur,3,78.0,1,3,98000,41.3180593,69.2660932
Chilonzor,2,47.0,2,4,29000,41.2657122,69.1819609
Mirzo Ulugbek,2,50.0,1,4,30000,41.3606566,69.3548004
Mirzo Ulugbek,2,45.0,2,5,33500,41.3292204,69.3473509
Chilonzor,2,48.0,4,4,32500,41.2855934,69.223683
Uchtepa,2,42.0,4,5,28500,41.2953086,69.182706
Chilonzor,2,47.0,2,4,38700,41.2948119,69.2087824
Mirobod,1,40.0,4,4,46500,41.3019672,69.283656
Mirzo Ulugbek,2,66.0,6,9,33500,41.3292204,69.3473509
Chilonzor,3,60.0,1,4,41500,41.2661878,69.2188229
Olmzor,1,58.0,4,7,46000,41.354136,69.2221106
Yunusobod,2,59.0,2,4,57000,41.3197131,69.2773236
Mirobod,4,125.0,2,4,65000,41.2866048,69.2917471
Shayhontohur,7,230.0,2,5,230000,41.3036372,69.1804667
Mirzo Ulugbek,2,60.0,4,4,34000,41.3292204,69.3473509
Mirobod,3,135.0,3,9,88000,41.295316,69.275364
Mirzo Ulugbek,2,50.0,3,4,33000,41.3445193,69.3447348
Shayhontohur,2,78.0,3,5,71000,41.3187089,69.2303882
Mirzo Ulugbek,2,48.0,4,4,28000,41.3445193,69.3447348
Mirzo Ulugbek,2,56.0,3,5,31000,41.3427418,69.3875774
Mirzo Ulugbek,2,45.0,3,7,45000,41.3462538,69.3323894
Mirzo Ulugbek,4,86.0,2,5,80000,41.3292204,69.3473509
Mirzo Ulugbek,2,56.0,5,5,31000,41.3375577,69.3726789
Mirzo Ulugbek,3,72.0,4,4,80000,41.3104865,69.2922234
Mirobod,3,75.0,3,4,74000,41.2855152,69.2761613
Shayhontohur,2,47.0,4,4,36000,41.3255305,69.2550845
Mirzo Ulugbek,2,55.0,2,3,29000,41.3445193,69.3447348
Mirzo Ulugbek,2,65.0,3,4,47000,41.3287119,69.3328188
Mirzo Ulugbek,2,55.0,2,2,29500,41.3292204,69.3473509
Mirzo Ulugbek,3,72.0,4,5,67000,41.322142,69.303611
Mirobod,2,64.0,4,4,52000,41.2910722,69.2769129
Mirzo Ulugbek,2,60.0,5,5,31000,41.3475495,69.3875774
Yunusobod,4,100.0,3,5,85000,41.3298867,69.2803036
Mirzo Ulugbek,3,65.0,3,4,38000,41.3606566,69.3548004
Chilonzor,1,32.0,2,5,26500,41.259418,69.1804708
Chilonzor,1,42.0,2,5,26000,41.259418,69.1804708
Chilonzor,1,45.0,2,5,29500,41.259418,69.1804708
Chilonzor,1,36.0,1,5,27500,41.2829494,69.1968618
Chilonzor,2,50.0,2,4,38500,41.2857552,69.2117625
Chilonzor,2,60.0,3,4,38000,41.259418,69.1804708
Chilonzor,2,50.0,1,4,35000,41.259418,69.1804708
Mirzo Ulugbek,1,40.0,3,3,30000,41.2984421,69.3456065
Mirzo Ulugbek,5,100.0,4,4,48000,41.3550649,69.3585936
Mirzo Ulugbek,3,115.0,2,9,115000,41.3133669,69.3235746
Shayhontohur,3,71.0,2,6,45000,41.3386832,69.1755815
Shayhontohur,4,90.0,5,5,65000,41.3141622,69.2368973
Mirzo Ulugbek,2,60.0,4,4,44000,41.334934,69.3550372
Shayhontohur,3,72.0,4,9,60000,41.3058116,69.2301088
Yunusobod,2,62.0,1,4,40500,41.3707855,69.3190425
Mirzo Ulugbek,4,93.0,3,5,62000,41.3326551,69.3689542
Chilonzor,3,65.0,5,5,50000,41.2847707,69.2288981
Uchtepa,3,70.0,5,5,40100,41.284586,69.169096
Bektemir,4,94.0,9,9,40000,41.294871,69.2708495
Chilonzor,1,32.0,4,4,25500,41.2694847,69.2108826
Uchtepa,2,72.0,5,12,40000,41.2978921,69.1804708
Mirzo Ulugbek,2,45.0,1,4,22000,41.3595967,69.3854653
Chilonzor,2,46.0,3,5,35000,41.2376003,69.2104295
Mirobod,1,45.0,3,9,59000,41.3051824,69.2638823
Chilonzor,3,88.0,6,8,50000,41.2758017,69.2033584
Yashnobod,3,69.8,2,7,45370,41.2994958,69.2400734
Mirzo Ulugbek,3,72.0,2,8,48500,41.3239567,69.2232092
Yunusobod,1,38.0,4,4,26000,41.3683947,69.2646587
Mirzo Ulugbek,4,85.0,2,4,69900,41.3239567,69.2232092
Yashnobod,2,60.0,2,6,30000,41.2444497,69.2650786
Mirzo Ulugbek,3,86.0,2,5,57000,41.3317732,69.324458
Shayhontohur,2,65.0,3,4,56500,41.3267124,69.2601886
Yashnobod,2,60.0,6,9,80000,41.3052221,69.2898134
Yakkasaroy,2,95.0,8,9,130000,41.3050864,69.260746
Mirzo Ulugbek,3,74.0,9,9,54000,41.3104865,69.2922234
Yakkasaroy,2,51.14,5,5,56000,41.2911414,69.2601933
Uchtepa,4,80.0,2,5,51500,41.2953086,69.182706
Mirzo Ulugbek,3,105.0,5,6,86000,41.3200874,69.3013967
Yakkasaroy,2,70.0,8,9,48000,41.2765672,69.2460335
Mirzo Ulugbek,2,65.0,2,4,68000,41.3094573,69.2920884
Mirzo Ulugbek,3,80.0,4,4,37000,41.334934,69.3550372
Mirzo Ulugbek,2,48.0,1,4,28000,41.3550649,69.3585936
Mirzo Ulugbek,1,38.0,1,4,39500,41.3239567,69.2232092
Chilonzor,1,38.0,2,4,24000,41.2994958,69.2400734
Yakkasaroy,3,72.0,1,5,72898,41.2979414,69.2590749
Mirzo Ulugbek,1,23.8,2,4,21000,41.3239567,69.2232092
Uchtepa,2,50.0,1,4,38000,41.281265,69.1879213
Yashnobod,1,28.0,1,3,19000,41.2968466,69.3649686
Yunusobod,3,68.0,4,4,70000,41.3245206,69.2773236
Yakkasaroy,4,96.0,9,9,49000,41.2697288,69.2512486
Chilonzor,2,52.0,1,4,34500,41.2807837,69.223683
Yakkasaroy,5,118.0,9,9,50000,41.2673079,69.2415634
Mirzo Ulugbek,2,40.0,1,3,25499,41.3245562,69.3239168
Shayhontohur,2,55.0,4,9,33000,41.3275402,69.2102725
Uchtepa,3,65.0,4,4,34200,41.2879715,69.1692951
Mirobod,2,48.6,3,4,43700,41.2910722,69.2769129
Sergeli,2,52.0,1,4,41000,41.2167651,69.2415634
Mirobod,3,72.0,3,9,52000,41.2962915,69.2844476
Uchtepa,4,88.0,5,5,45000,41.2855233,69.1897839
Shayhontohur,2,58.0,3,4,57000,41.3311054,69.2703772
Chilonzor,2,62.0,3,4,39500,41.259418,69.1804708
Chilonzor,2,60.0,2,5,38500,41.259418,69.1804708
Chilonzor,2,50.0,2,5,35500,41.2901628,69.1968618
Chilonzor,2,50.0,2,4,33500,41.259418,69.1804708
Chilonzor,1,36.0,2,4,25500,41.274633,69.200587
Chilonzor,1,30.0,4,4,24500,41.259418,69.1804708
Chilonzor,1,40.0,3,4,28500,41.259418,69.1804708
Chilonzor,1,42.0,2,5,26500,41.259418,69.1804708
Shayhontohur,3,72.0,8,9,55000,41.3058116,69.2301088
Chilonzor,2,50.0,1,4,35500,41.271386,69.1961168
Chilonzor,3,90.0,8,9,42000,41.3112269,69.2701272
Mirobod,2,69.0,9,10,62000,41.2758912,69.2937133
Chilonzor,2,56.0,1,4,49000,41.2901628,69.1968618
Uchtepa,2,80.0,8,8,41744,41.2902787,69.1839655
Chilonzor,2,57.0,8,9,36000,41.2710539,69.2101886
Yunusobod,2,55.0,2,4,33000,41.3653679,69.2773236
Yakkasaroy,3,100.0,7,9,77000,41.2765672,69.2460335
Yakkasaroy,1,39.0,1,5,27500,41.2697288,69.2512486
Chilonzor,2,49.0,1,4,43000,41.260048,69.162198
Uchtepa,4,80.0,4,5,40000,41.2814223,69.1760005
Shayhontohur,2,50.0,8,12,31000,41.3141622,69.2368973
Chilonzor,4,125.0,3,9,210000,41.2894304,69.2283298
Chilonzor,2,44.0,1,4,30000,41.2807837,69.223683
Uchtepa,2,47.0,1,4,31500,41.2770171,69.1909015
Mirobod,3,65.0,4,4,35000,41.2679301,69.294961
Yunusobod,2,57.0,3,4,35500,41.3776023,69.3041431
Yunusobod,4,90.0,2,4,64000,41.363177,69.2944583
Yunusobod,5,110.0,4,5,58000,41.3750315,69.3160626
Yashnobod,2,58.0,2,4,62000,41.3052026,69.2856753
Yunusobod,2,58.0,3,9,34000,41.3667092,69.3101029
Yunusobod,3,70.0,2,4,55000,41.3776023,69.3041431
Mirobod,4,122.0,3,5,65000,41.285135,69.300233
Yakkasaroy,2,48.0,5,9,23000,41.2673079,69.2415634
Uchtepa,2,72.0,4,6,55000,41.2821153,69.1576663
Sergeli,2,59.0,2,7,25000,41.2167651,69.2415634
